id,title,date,category,url
1568,Sanctions on Iran’s Oil Minister and Shadow Fleet to Exert Maximum Pressure,"March 13, 2025",press_release,https://www.state.gov/sanctions-on-irans-oil-minister-and-shadow-fleet-to-exert-maximum-pressure/
1569,Sanctions on Iran’s Oil Network to Further Impose Maximum Pressure on Iran,"April 10, 2025",press_release,https://www.state.gov/sanctions-on-irans-oil-network-to-further-impose-maximum-pressure-on-iran-2/
1570,Sanctions on Iran’s Oil Network to Further Impose Maximum Pressure on Iran,"April 10, 2025",press_release,https://www.state.gov/sanctions-on-irans-oil-network-to-further-impose-maximum-pressure-on-iran/
1571,Sanctions on Iran’s Oil Trade to Reimpose Maximum Pressure,"February 24, 2025",press_release,https://www.state.gov/sanctions-on-irans-oil-trade-to-reimpose-maximum-pressure/
1572,Sanctions Target Iran’s UAV and Ballistic Missile Procurement Networks,"April 1, 2025",press_release,https://www.state.gov/sanctions-target-irans-uav-and-ballistic-missile-procurement-networks/
1573,Secretary Marco Rubio and Panamanian Minister of Public Security Frank Abrego at a Charter Repatriation Flight Event,"February 3, 2025",press_release,https://www.state.gov/secretary-marco-rubio-and-panamanian-minister-of-public-security-frank-abrego-at-a-charter-repatriation-flight-event/
1574,Secretary Marco Rubio Appointed as Acting Administrator for the United States Agency for International Development (USAID),"February 3, 2025",press_release,https://www.state.gov/secretary-marco-rubio-appointed-as-acting-administrator-for-the-united-states-agency-for-international-development-usaid/
1575,Secretary Marco Rubio Remarks at His Swearing-In,"January 21, 2025",press_release,https://www.state.gov/secretary-marco-rubio-remarks-at-his-swearing-in/
1576,Secretary Marco Rubio Remarks to Employees,"January 21, 2025",press_release,https://www.state.gov/secretary-marco-rubio-remarks-to-employees/
1577,Secretary Marco Rubio With Catherine Herridge of Catherine Herridge Reports,"February 20, 2025",press_release,https://www.state.gov/secretary-marco-rubio-with-catherine-herridge/
1578,Secretary Marco Rubio With Margaret Brennan of CBS’s Face the Nation,"February 16, 2025",press_release,https://www.state.gov/secretary-marco-rubio-with-margaret-brennan-of-cbss-face-the-nation
1579,Secretary of State Marco Rubio with Margaret Brennan of CBS’s Face the Nation,"March 16, 2025",press_release,https://www.state.gov/secretary-marco-rubio-with-margaret-brennan-of-cbss-face-the-nation-2
1580,Secretary Marco Rubio with Megyn Kelly of The Megyn Kelly Show,"January 30, 2025",press_release,https://www.state.gov/secretary-marco-rubio-with-megyn-kelly-of-the-megyn-kelly-show/
1581,Secretary Marco Rubio with Rich Edson of Fox News,"February 3, 2025",press_release,https://www.state.gov/secretary-marco-rubio-with-rich-edson-of-fox-news/
1582,Secretary of State-designate Marco Rubio with Craig Melvin of NBC Today,"January 21, 2025",press_release,https://www.state.gov/secretary-of-state-designate-marco-rubio-with-craig-melvin-of-nbc-today/
1583,"Secretary of State-designate Marco Rubio with Gayle King, Tony Dokoupil, and Nate Burleson of CBS Morning","January 21, 2025",press_release,https://www.state.gov/secretary-of-state-designate-marco-rubio-with-gayle-king-tony-dokoupil-and-nate-burleson-of-cbs-morning/
1584,Secretary of State-designate Marco Rubio with George Stephanopoulos of Good Morning America,"January 21, 2025",press_release,https://www.state.gov/secretary-of-state-designate-marco-rubio-with-george-stephanopoulos-of-good-morning-america/
1585,Secretary of State Marco Rubio and Costa Rican President Rodrigo Chaves Robles at a Joint Press Availability,"February 4, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-costa-rican-president-rodrigo-chaves-robles-at-a-joint-press-availability/
1586,Secretary of State Marco Rubio And Dominican President Luis Abinader At a Joint Press Availability,"February 6, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-dominican-president-luis-abinader-at-a-joint-press-availability/
1587,Secretary of State Marco Rubio and Guatemalan President Bernardo Arévalo at a Joint Press Availability,"February 5, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-guatemalan-president-bernardo-arevalo-at-a-joint-press-availability/
1588,Secretary of State Marco Rubio and Guyanese President Irfaan Ali at a Joint Press Availability,"March 27, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-guyanese-president-irfaan-ali-at-a-joint-press-availability/
1589,Secretary of State Marco Rubio and Guyanese President Irfaan Ali Before Their Meeting,"March 27, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-guyanese-president-irfaan-ali-before-their-meeting/
1590,Secretary of State Marco Rubio and Israeli Foreign Minister Gideon Sa’ar at the Survivor’s Declaration Signing Ceremony,"February 16, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-israeli-foreign-minister-gideon-saar-at-the-survivors-declaration-signing-ceremony/
1591,Secretary of State Marco Rubio And Israeli President Isaac Herzog After Their Meeting,"February 16, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-israeli-president-isaac-herzog-after-their-meeting/
1592,Secretary of State Marco Rubio And Israeli Prime Minister Benjamin Netanyahu,"February 16, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-israeli-prime-minister-benjamin-netanyahu/
1593,Secretary of State Marco Rubio and Jamaican Prime Minister Andrew Holness at a Joint Press Availability,"March 26, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-jamaican-prime-minister-andrew-holness-at-a-joint-press-availability/
1594,Secretary of State Marco Rubio and National Security Advisor Mike Waltz Remarks to the Press,"March 11, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-national-security-advisor-mike-waltz-remarks-to-the-press/
1595,Secretary of State Marco Rubio And NATO Secretary General Mark Rutte Before Their Meeting,"May 15, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-nato-secretary-general-mark-rutte-before-their-meeting-2/
1596,Secretary of State Marco Rubio and NATO Secretary General Mark Rutte Before Their Meeting,"April 3, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-nato-secretary-general-mark-rutte-before-their-meeting/
1597,Secretary of State Marco Rubio and Salvadoran Foreign Minister Alexandra Hill Tinoco at the Signing of a Memorandum of Understanding Concerning Strategic Civil Nuclear Cooperation,"February 3, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-salvadoran-foreign-minister-alexandra-hill-tinoco-at-the-signing-of-a-memorandum-of-understanding-concerning-strategic-civil-nuclear-cooperation/
1598,"Secretary of State Marco Rubio And Senior Advisor Adam Boehler With Chris Cuomo of NewsNation February 11, 2025 Via Telephone","February 11, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-senior-advisor-adam-boehler-with-chris-cuomo-of-newsnation-february-11-2025-via-telephone/
1599,"Secretary of State Marco Rubio and Senior Advisor Adam Boehler with Kaitlan Collins of CNN February 11, 2025 Via Telephone","February 11, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-senior-advisor-adam-boehler-with-kaitlan-collins-of-cnn-february-11-2025-via-telephone/
1600,"Secretary of State Marco Rubio And Senior Advisor Adam Boehler With Sean Hannity of Fox News February 11, 2025 Via Telephone","February 11, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-senior-advisor-adam-boehler-with-sean-hannity-of-fox-news-february-11-2025-via-telephone/
1601,Secretary of State Marco Rubio and Surinamese President Chandrikapersad Santokhi at a Joint Press Availability,"March 27, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-and-surinamese-president-chandrikapersad-santokhi-at-a-joint-press-availability/
1602,Secretary of State Marco Rubio at a Meet and Greet with Employees and Families of U.S. Embassy Panama City,"February 2, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-at-a-meet-and-greet-with-employees-and-families-of-u-s-embassy-panama-city/
1603,Secretary of State Marco Rubio at a Tour of Aeroman,"February 3, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-at-a-tour-of-aeroman/
1604,Secretary of State Marco Rubio at the 19th Annual International Women of Courage (IWOC) Awards Ceremony,"April 1, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-at-the-19th-annual-international-women-of-courage-iwoc-awards-ceremony/
1605,Secretary of State Marco Rubio Before the House Committee on Foreign Affairs on the FY26 Department of State Budget Request,"May 21, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-before-the-house-committee-on-foreign-affairs-on-the-fy26-department-of-state-budget-request/
1606,Secretary of State Marco Rubio Before the Senate Committee on Foreign Relations on the FY26 Department of State Budget Request,"May 20, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-before-the-senate-committee-on-foreign-relations-on-the-fy26-department-of-state-budget-request/
1607,"Secretary of State Marco Rubio, National Security Advisor Mike Waltz, and Special Envoy to the Middle East Steve Witkoff with Jennifer Hansler of CNN and Matthew Lee of the Associated Press","February 18, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-national-security-advisor-mike-waltz-and-special-envoy-to-the-middle-east-steve-witkoff-with-jennifer-hansler-of-cnn-and-matthew-lee-of-the-associated-press/
1608,Secretary of State Marco Rubio on the Clay Travis and Buck Sexton Show,"February 13, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-on-the-clay-travis-and-buck-sexton-show/
1609,Secretary of State Marco Rubio Remarks to Press,"April 4, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-press-2/
1610,Secretary of State Marco Rubio Remarks to Press,"April 18, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-press-3/
1611,Secretary of State Marco Rubio Remarks to Press,"March 12, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-press/
1612,Secretary of State Marco Rubio’s Remarks to the Press,"March 10, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-the-press-2/
1613,Secretary of State Marco Rubio Remarks to the Press,"March 28, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-the-press-3/
1614,Secretary of State Marco Rubio Remarks to the Press,"May 15, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-the-press-4/
1615,"Secretary of State Marco Rubio Remarks to the Press at Fairmont le Manoir Richelieu, Charlevoix, Canada","March 14, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-the-press-at-fairmont-le-manoir-richelieu-charlevoix-canada/
1616,Secretary of State Marco Rubio Remarks to the Press,"February 5, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-remarks-to-the-press/
1617,Secretary of State Marco Rubio with Alicia Ortega of SIN News,"February 6, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-alicia-ortega-of-sin-news
1618,Secretary of State Marco Rubio With Bari Weiss of The Free Press’s Honestly with Bari Weiss Podcast,"April 22, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-bari-weiss-of-the-free-presss-honestly-with-bari-weiss-podcast/
1619,Secretary of State Marco Rubio with Ben Shapiro on the Ben Shapiro Show,"April 17, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-ben-shapiro-on-the-ben-shapiro-show/
1620,Secretary of State Marco Rubio With Brian Kilmeade of Fox News,"February 26, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-brian-kilmeade-of-fox-news/
1621,"Secretary of State Marco Rubio with Donald Trump, Jr. of Triggered with Don Jr.","April 8, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-donald-trump-jr-of-triggered-with-don-jr/
1622,Secretary of State Marco Rubio with George Stephanopoulos of ABC This Week,"March 2, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-george-stephanopoulos-of-abc-this-week/
1623,Secretary of State Marco Rubio with Guy Benson of Fox News Radio,"March 17, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-guy-benson-of-fox-news-radio/
1624,Secretary of State Marco Rubio with Hugh Hewitt,"March 19, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-hugh-hewitt/
1625,Secretary of State Marco Rubio With Kaitlan Collins of CNN,"February 28, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-kaitlan-collins-of-cnn/
1626,Secretary of State Marco Rubio With Matthew Boyle for Breitbart News Network,"February 24, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-matthew-boyle-for-breitbart-news-network/
1627,Secretary of State Marco Rubio with Mike Benz,"April 16, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-mike-benz/
1628,Secretary of State Marco Rubio With Rachel Campos-Duffy of Fox Noticias,"March 13, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-rachel-campos-duffy-of-fox-noticias/
1629,Secretary of State Marco Rubio with Scott Jennings on SiriusXM Patriot,"February 10, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-scott-jennings-on-siriusxm-patriot/
1630,Secretary of State Marco Rubio With Sean Hannity of Fox News,"March 5, 2025",press_release,https://www.state.gov/secretary-of-state-marco-rubio-with-sean-hannity-of-fox-news/
1631,Secretary of State Rubio to Honor 2025 International Women of Courage Awardees,"March 27, 2025",press_release,https://www.state.gov/secretary-of-state-rubio-to-honor-2025-international-women-of-courage-awardees/
1632,Secretary of State’s 2025 International Women of Courage Award Recipients Announced,"March 28, 2025",press_release,https://www.state.gov/secretary-of-states-2025-international-women-of-courage-award-recipients-announced/
1633,Secretary Rubio Authorizes Visa Restrictions on Colombian Government Officials and their Immediate Family Members,"January 26, 2025",press_release,https://www.state.gov/secretary-rubio-authorizes-visa-restrictions-on-colombian-government-officials-and-their-immediate-family-members/
1634,Secretary Rubio’s Call with Algerian Foreign Minister Attaf,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-algerian-foreign-minister-attaf/
1635,Secretary Rubio’s Call with Angolan Foreign Minister Antonio,"February 19, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-angolan-foreign-minister-antonio/
1636,Secretary Rubio’s Call with Armenian Prime Minister Pashinyan,"March 25, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-armenian-prime-minister-pashinyan/
1637,Secretary Rubio’s Call with Austrian Foreign Minister Meinl-Reisinger,"May 9, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-austrian-foreign-minister-meinl-reisinger/
1638,Secretary Rubio’s Call with Bahraini Crown Prince and Prime Minister Salman bin Hamad bin Isa Al Khalifa,"February 11, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-bahraini-crown-prince-and-prime-minister-salman-bin-hamad-bin-isa-al-khalifa/
1639,Secretary Rubio’s Call with Belgian Foreign Minister Quintin,"January 29, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-belgian-foreign-minister-quintin/
1640,Secretary Rubio’s Call with Beninese Foreign Minister Bakari,"March 10, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-beninese-foreign-minister-bakari/
1641,Secretary Rubio’s Call with Canadian Foreign Minister Joly,"January 22, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-canadian-foreign-minister-joly/
1642,Secretary Rubio’s Call with Canadian Minister of Foreign Affairs Anand,"May 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-canadian-minister-of-foreign-affairs-anand/
1643,Secretary Rubio’s Call with Canadian Minister of Foreign Affairs Mélanie Joly,"March 5, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-canadian-minister-of-foreign-affairs-melanie-joly/
1644,Secretary Rubio’s Call with China’s Director of the CCP Central Foreign Affairs Commission and Foreign Minister Wang Yi,"January 24, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-chinas-director-of-the-ccp-central-foreign-affairs-commission-and-foreign-minister-wang-yi/
1645,Secretary Rubio’s Call with Costa Rican Foreign Minister André,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-costa-rican-foreign-minister-andre/
1646,Secretary Rubio’s Call with Czech Foreign Minister Lipavský,"March 3, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-czech-foreign-minister-lipavsky/
1647,Secretary Rubio’s Call with Democratic Republic of the Congo President Tshisekedi,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-democratic-republic-of-the-congo-president-tshisekedi/
1648,Secretary Rubio’s Call with Denmark Foreign Minister Lars Løkke Rasmussen,"January 24, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-denmark-foreign-minister-lars-lokke-rasmussen/
1649,Secretary Rubio’s Call with Ecuadorian President Daniel Noboa,"April 16, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-ecuadorian-president-daniel-noboa/
1650,Secretary Rubio’s Call with Egyptian Foreign Minister Abdelatty,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-egyptian-foreign-minister-abdelatty-2/
1651,Secretary Rubio’s Call with Egyptian Foreign Minister Abdelatty,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-egyptian-foreign-minister-abdelatty/
1652,Secretary Rubio’s Call with Estonian Foreign Minister Tsahkna,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-estonian-foreign-minister-tsahkna/
1653,Secretary Rubio’s Call with Eswatini Prime Minister Dlamini,"March 10, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-eswatini-prime-minister-dlamini/
1654,Secretary Rubio’s Call with Ethiopian Prime Minister Abiy,"March 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-ethiopian-prime-minister-abiy/
1655,Secretary Rubio’s Call with European Union High Representative and Vice President Kallas,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-european-union-high-representative-and-vice-president-kallas/
1656,Secretary Rubio’s Call with Finnish Foreign Minister Valtonen,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-finnish-foreign-minister-valtonen/
1657,Secretary Rubio’s Call with Foreign Minister Fidan,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-foreign-minister-fidan/
1658,Secretary Rubio’s Call with Foreign Minister of Argentina Werthein,"February 10, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-foreign-minister-of-argentina-werthein/
1659,Secretary Rubio’s Call with Foreign Minister of the Dominican Republic Alvarez,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-foreign-minister-of-the-dominican-republic-alvarez/
1660,Secretary Rubio’s Call with French Foreign Minister Barrot,"March 26, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-french-foreign-minister-barrot-2/
1661,Secretary Rubio’s Call with French Foreign Minister Barrot,"March 7, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-french-foreign-minister-barrot/
1662,Secretary Rubio’s Call with French Minister for Europe and Foreign Affairs Barrot,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-french-minister-for-europe-and-foreign-affairs-barrot/
1663,Secretary Rubio’s Call with German Foreign Minister Baerbock,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-german-foreign-minister-baerbock/
1664,Secretary Rubio’s Call with Guyanese President Ali,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-guyanese-president-ali/
1665,Secretary Rubio’s Call with Holy See Cardinal Parolin,"April 22, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-holy-see-cardinal-parolin/
1666,Secretary Rubio’s Call with Hungarian Foreign Minister Szijjarto,"April 15, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-hungarian-foreign-minister-szijjarto-2/
1667,Secretary Rubio’s Call with Hungarian Foreign Minister Szijjártó,"January 26, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-hungarian-foreign-minister-szijjarto/
1668,Secretary Rubio’s Call with Indian External Affairs Minister Jaishankar,"April 30, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-indian-external-affairs-minister-jaishankar-2/
1669,Secretary Rubio’s Call with Indian External Affairs Minister Jaishankar,"May 8, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-indian-external-affairs-minister-jaishankar-3/
1670,Secretary Rubio’s Call with Indian External Affairs Minister Jaishankar,"April 7, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-indian-external-affairs-minister-jaishankar/
1671,Secretary Rubio’s Call with Indonesian Foreign Minister Sugiono,"January 22, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-indonesian-foreign-minister-sugiono/
1672,Secretary Rubio’s Call with Iraqi Kurdistan Regional Government Prime Minister Barzani,"April 11, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-iraqi-kurdistan-regional-government-prime-minister-barzani/
1673,Secretary Rubio’s Call with Iraqi Prime Minister Sudani,"February 25, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-iraqi-prime-minister-sudani/
1674,Secretary Rubio’s Call with Ireland’s Tánaiste Simon Harris,"March 4, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-irelands-tanaiste-simon-harris/
1675,Secretary Rubio’s Call with Israeli Foreign Minister Sa’ar,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-israeli-foreign-minister-saar/
1676,Secretary Rubio’s Call with Israeli Prime Minister Netanyahu,"March 4, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-israeli-prime-minister-netanyahu-2/
1677,Secretary Rubio’s Call with Israeli Prime Minister Netanyahu,"March 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-israeli-prime-minister-netanyahu-3/
1678,Secretary Rubio’s Call with Israeli Prime Minister Netanyahu,"April 4, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-israeli-prime-minister-netanyahu-4/
1679,Secretary Rubio’s Call with Italian Foreign Minister Tajani,"January 26, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-italian-foreign-minister-tajani
1680,Secretary Rubio’s Call with Jordan’s King Abdullah,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-jordans-king-abdullah/
1681,Secretary Rubio’s Call with Kazakhstan Deputy Prime Minister-Foreign Minister Nurtleu,"March 12, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kazakhstan-deputy-prime-minister-foreign-minister-nurtleu/
1682,Secretary Rubio’s Call with Kenyan President Ruto,"February 6, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kenyan-president-ruto-2/
1683,Secretary Rubio’s Call with Kenyan President Ruto,"February 21, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kenyan-president-ruto-3/
1684,Secretary Rubio’s Call with Kenyan President Ruto,"March 25, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kenyan-president-ruto-4/
1685,Secretary Rubio’s Call with Kenyan President Ruto,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kenyan-president-ruto/
1686,Secretary Rubio’s Call with Kuwaiti Foreign Minister Al-Yahya,"March 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-kuwaiti-foreign-minister-al-yahya/
1687,Secretary Rubio’s Call with Latvian Foreign Minister Braze,"January 24, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-latvian-foreign-minister-braze/
1688,Secretary Rubio’s Call with Lithuanian Foreign Minister Budrys,"January 24, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-lithuanian-foreign-minister-budrys/
1689,Secretary Rubio’s Call with Malaysian Foreign Minister Mohamad,"April 4, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-malaysian-foreign-minister-mohamad/
1690,Secretary Rubio’s Call with Mexican Foreign Secretary de la Fuente,"February 13, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-mexican-foreign-secretary-de-la-fuente-2/
1691,Secretary Rubio’s Call with Mexican Foreign Secretary de la Fuente,"March 31, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-mexican-foreign-secretary-de-la-fuente-3/
1692,Secretary Rubio’s Call with Mexican Foreign Secretary de la Fuente,"February 5, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-mexican-foreign-secretary-de-la-fuente/
1693,Secretary Rubio’s Call with Moroccan Foreign Minister Bourita,"January 27, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-moroccan-foreign-minister-bourita/
1694,Secretary Rubio’s Call with NATO Secretary General Mark Rutte,"April 18, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-nato-secretary-general-mark-rutte-2/
1695,Secretary Rubio’s Call with NATO Secretary General Mark Rutte,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-nato-secretary-general-mark-rutte/
1696,Secretary Rubio’s Call with New Zealand Deputy Prime Minister Peters,"January 24, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-new-zealand-deputy-prime-minister-peters/
1697,Secretary Rubio’s Call with Omani Foreign Minister Sayyid Badr Albusaidi,"March 3, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-omani-foreign-minister-sayyid-badr-albusaidi/
1698,Secretary Rubio’s Call with Pakistani Army Chief Asim Munir,"May 9, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-pakistani-army-chief-asim-munir/
1699,Secretary Rubio’s Call with Pakistani Deputy Prime Minister/Foreign Minister Dar,"April 7, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-pakistani-deputy-prime-minister-foreign-minister-dar/
1700,Secretary Rubio’s Call with Paraguayan President Peña,"March 5, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-paraguayan-president-pena/
1701,Secretary Rubio’s Call with Philippine Secretary of Foreign Affairs Manalo,"January 22, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-philippine-secretary-of-foreign-affairs-manalo/
1702,Secretary Rubio’s Call with Polish Foreign Minister Sikorski,"April 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-polish-foreign-minister-sikorski-2/
1703,Secretary Rubio’s Call with Polish Foreign Minister Sikorski,"January 23, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-polish-foreign-minister-sikorski/
1704,Secretary Rubio’s Call with President Abinader of the Dominican Republic,"April 11, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-president-abinader-of-the-dominican-republic/
1705,Secretary Rubio’s Call with Prime Minister Holness of Jamaica,"February 19, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-prime-minister-holness-of-jamaica/
1706,Secretary Rubio’s Call with Prime Minister Persad-Bissessar of Trinidad and Tobago,"May 2, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-prime-minister-persad-bissessar-of-trinidad-and-tobago/
1707,Secretary Rubio’s Call with Prime Minister Young of Trinidad and Tobago,"April 18, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-prime-minister-young-of-trinidad-and-tobago/
1708,Secretary Rubio’s Call with Qatari Prime Minister-Foreign Minister Mohammed bin Abdulrahman Al Thani,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-qatari-prime-minister-foreign-minister-mohammed-bin-abdulrahman-al-thani/
1709,Secretary Rubio’s Call with Republic of Cyprus Foreign Minister Kombos,"June 20, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-republic-of-cyprus-foreign-minister-kombos-2/
1710,Secretary Rubio’s Call with Republic of Cyprus Foreign Minister Kombos,"March 5, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-republic-of-cyprus-foreign-minister-kombos/
1711,Secretary Rubio’s Call with ROK Foreign Minister Cho,"January 22, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-rok-foreign-minister-cho/
1712,Secretary Rubio’s Call with Russian Foreign Minister Lavrov,"February 15, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-russian-foreign-minister-lavrov
1713,Secretary Rubio’s Call with Russian Foreign Minister Lavrov,"March 15, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-russian-foreign-minister-lavrov-3/
1714,Secretary Rubio’s Call with Russian Foreign Minister Sergey Lavrov,"April 17, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-russian-foreign-minister-sergey-lavrov/
1715,Secretary Rubio’s Call with Rwandan President Kagame,"January 28, 2025",press_release,https://www.state.gov/secretary-rubios-call-with-rwandan-president-kagame/
